,age,State_gov,bachelors,edu_years,never_married,adm_clerical,not_in_family,race,gender,capital_gain,capital_loss,work_hours,country,salary
5471,23, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,0
5472,44, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States,1
5473,54, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States,0
5474,23, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0
5475,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,0
5476,19, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States,0
5477,51, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,1
5478,41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,1
5479,61, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,18, United-States,1
5480,19, Self-emp-not-inc, 10th,6, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
5481,22, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
5482,22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
5483,49, Private, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States,0
5484,35, Private, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,0
5485,38, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
5486,29, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
5487,56, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
5488,41, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States,0
5489,62, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
5490,27, Private, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Japan,0
5491,55, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, England,0
5492,25, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,4416,0,42, United-States,0
5493,33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,75, United-States,1
5494,26, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5495,43, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,0
5496,53, Federal-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
5497,43, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
5498,56, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States,0
5499,25, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
5500,60, Private, Masters,14, Divorced, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States,0
5501,28, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5502,21, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico,0
5503,40, Private, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,2977,0,40, United-States,0
5504,29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
5505,20, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States,0
5506,25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States,1
5507,18, Private, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,10, United-States,0
5508,32, State-gov, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,0
5509,27, Private, 1st-4th,2, Never-married, Other-service, Own-child, Other, Male,0,0,35, Dominican-Republic,0
5510,48, Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States,0
5511,20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
5512,55, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, England,0
5513,33, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,1
5514,21, State-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States,0
5515,43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
5516,35, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
5517,39, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
5518,19, Private, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
5519,25, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
5520,44, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States,1
5521,27, Private, Assoc-acdm,12, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
5522,39, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
5523,69, Private, 10th,6, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0
5524,34, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,0
5525,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,35, United-States,0
5526,37, Private, 5th-6th,3, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
5527,43, Local-gov, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,39, United-States,0
5528,62, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,48, United-States,0
5529,34, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,1
5530,31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0
5531,42, State-gov, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,60, United-States,1
5532,26, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States,0
5533,39, Private, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,75, United-States,0
5534,25, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
5535,54, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, United-States,0
5536,44, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
5537,34, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,38, United-States,1
5538,21, Self-emp-inc, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
5539,50, Private, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, ?,0
5540,33, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
5541,40, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
5542,44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
5543,33, Local-gov, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,0
5544,21, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
5545,35, Self-emp-not-inc, Bachelors,13, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, United-States,0
5546,43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,1
5547,57, ?, 10th,6, Separated, ?, Not-in-family, White, Male,0,0,30, United-States,0
5548,51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
5549,29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5550,51, Local-gov, HS-grad,9, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,0
5551,35, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
5552,18, Private, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0
5553,58, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
5554,57, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
5555,19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
5556,37, Private, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
5557,38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,0
5558,45, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5559,27, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,1
5560,64, ?, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States,0
5561,38, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,0
5562,30, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
5563,46, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
5564,18, ?, 10th,6, Never-married, ?, Other-relative, White, Female,0,0,30, United-States,0
5565,60, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
5566,30, Private, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,44, United-States,0
5567,47, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,40, United-States,1
5568,39, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
5569,42, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, United-States,1
5570,27, Private, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
5571,44, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0
5572,33, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
5573,54, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,1
5574,58, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States,0
5575,45, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States,0
5576,59, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
5577,29, Private, Assoc-acdm,12, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States,0
5578,27, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
5579,44, Private, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States,1
5580,44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
5581,33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1
5582,27, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
5583,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
5584,55, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
5585,32, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States,0
5586,31, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,0
5587,57, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States,1
5588,30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
5589,78, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,1, United-States,0
5590,28, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States,0
5591,30, Self-emp-not-inc, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,2258,40, South,0
5592,29, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
5593,66, Private, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,3, United-States,0
5594,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
5595,31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
5596,26, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,2597,0,40, United-States,0
5597,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States,0
5598,29, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,1
5599,44, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1
5600,34, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
5601,59, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,43, United-States,1
5602,23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States,0
5603,23, Private, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, Philippines,0
5604,55, Local-gov, Assoc-voc,11, Separated, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States,0
5605,39, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
5606,39, Private, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
5607,57, Private, 7th-8th,4, Divorced, Transport-moving, Unmarried, White, Male,0,0,75, United-States,0
5608,35, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
5609,39, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,1
5610,47, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, United-States,1
5611,53, State-gov, Doctorate,16, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
5612,23, Private, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States,0
5613,35, Private, Masters,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,1
5614,44, Private, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States,0
5615,28, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0
5616,26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland,0
5617,23, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
5618,32, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Ireland,0
5619,49, Self-emp-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
5620,36, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,2174,0,60, United-States,0
